timestamp,temperature,humidity
2025-12-01T17:00:00,12.6,50.0
2025-12-01T17:10:00,13.0,49.2
2025-12-01T17:20:00,12.8,49.7
2025-12-01T17:30:00,12.5,52.3
2025-12-01T17:40:00,12.6,51.8
2025-12-01T17:50:00,13.0,50.9
2025-12-01T18:00:00,12.2,53.2
2025-12-01T18:10:00,11.9,51.5
2025-12-01T18:20:00,12.1,52.9
2025-12-01T18:30:00,12.2,53.4
2025-12-01T18:40:00,12.0,55.0
2025-12-01T18:50:00,12.2,54.3
2025-12-01T19:00:00,11.3,54.4
2025-12-01T19:10:00,11.4,52.9
2025-12-01T19:20:00,11.7,55.3
2025-12-01T19:30:00,11.3,53.7
2025-12-01T19:40:00,11.5,55.7
2025-12-01T19:50:00,11.7,52.8
2025-12-01T20:00:00,11.0,54.8
2025-12-01T20:10:00,10.7,54.5
2025-12-01T20:20:00,10.8,55.3
2025-12-01T20:30:00,10.7,56.2
2025-12-01T20:40:00,10.9,56.7
2025-12-01T20:50:00,10.8,54.2
2025-12-01T21:00:00,10.4,57.4
2025-12-01T21:10:00,10.0,56.3
2025-12-01T21:20:00,10.3,57.0
2025-12-01T21:30:00,10.3,55.9
2025-12-01T21:40:00,10.4,57.5
2025-12-01T21:50:00,10.3,58.0
2025-12-01T22:00:00,9.6,55.9
2025-12-01T22:10:00,9.9,55.7
2025-12-01T22:20:00,9.9,55.7
2025-12-01T22:30:00,9.7,58.9
2025-12-01T22:40:00,9.5,59.5
2025-12-01T22:50:00,9.8,56.8
2025-12-01T23:00:00,8.9,57.6
2025-12-01T23:10:00,9.2,59.1
2025-12-01T23:20:00,9.1,60.5
2025-12-01T23:30:00,8.8,60.3
2025-12-01T23:40:00,9.3,58.1
2025-12-01T23:50:00,9.1,58.0
