timestamp,temperature,humidity
2025-12-03T15:00:00,13.9,48.4
2025-12-03T15:10:00,13.9,49.0
2025-12-03T15:20:00,13.9,47.9
2025-12-03T15:30:00,14.3,49.8
2025-12-03T15:40:00,13.9,49.4
2025-12-03T15:50:00,13.7,50.1
2025-12-03T16:00:00,13.6,48.0
2025-12-03T16:10:00,13.3,51.3
2025-12-03T16:20:00,13.4,49.8
2025-12-03T16:30:00,13.6,51.0
2025-12-03T16:40:00,13.1,49.6
2025-12-03T16:50:00,13.2,51.4
2025-12-03T17:00:00,12.7,52.1
2025-12-03T17:10:00,12.7,50.9
2025-12-03T17:20:00,13.0,50.9
2025-12-03T17:30:00,12.8,51.4
2025-12-03T17:40:00,12.5,51.6
2025-12-03T17:50:00,13.0,50.3
2025-12-03T18:00:00,12.2,53.1
2025-12-03T18:10:00,11.9,54.4
2025-12-03T18:20:00,12.4,53.1
2025-12-03T18:30:00,12.0,52.9
2025-12-03T18:40:00,12.4,52.5
2025-12-03T18:50:00,12.1,54.5
2025-12-03T19:00:00,11.2,54.4
2025-12-03T19:10:00,11.3,56.3
2025-12-03T19:20:00,11.2,52.6
2025-12-03T19:30:00,11.5,54.3
2025-12-03T19:40:00,11.5,54.9
2025-12-03T19:50:00,11.4,52.9
2025-12-03T20:00:00,10.7,57.5
2025-12-03T20:10:00,11.1,53.5
2025-12-03T20:20:00,10.9,54.8
2025-12-03T20:30:00,11.0,55.5
2025-12-03T20:40:00,11.0,53.4
2025-12-03T20:50:00,10.7,56.0
2025-12-03T21:00:00,10.3,57.5
2025-12-03T21:10:00,10.2,54.8
2025-12-03T21:20:00,10.5,56.7
2025-12-03T21:30:00,10.0,55.6
2025-12-03T21:40:00,10.0,56.5
2025-12-03T21:50:00,10.5,58.0
2025-12-03T22:00:00,9.4,58.3
2025-12-03T22:10:00,9.6,59.6
2025-12-03T22:20:00,9.6,59.1
2025-12-03T22:30:00,9.4,59.2
2025-12-03T22:40:00,9.9,58.5
2025-12-03T22:50:00,9.7,55.6
2025-12-03T23:00:00,9.2,57.1
2025-12-03T23:10:00,9.1,59.3
2025-12-03T23:20:00,9.1,57.5
2025-12-03T23:30:00,9.1,59.5
2025-12-03T23:40:00,8.8,60.2
2025-12-03T23:50:00,8.8,58.1
