timestamp,apartment_id,room,window_open,presence,temperature,humidity,co2,pm25,co,tvoc,temp_ext,humidity_ext
2025-12-27T03:50:00,APT_102,chambre,False,True,17.3,49.8,,26.08,0.74,372.47,6.7,65.5
2025-12-27T03:50:00,APT_102,cuisine,False,True,17.6,49.6,,25.0,0.72,354.82,6.7,65.5
2025-12-27T03:50:00,APT_102,salon,False,True,17.5,51.3,665.0,28.75,0.69,385.97,6.7,65.5
2025-12-27T03:50:00,APT_102,sdb,False,True,17.8,47.4,,26.67,0.64,391.54,6.7,65.5
2025-12-27T04:00:00,APT_102,chambre,False,True,17.4,50.3,,25.85,0.74,378.11,6.9,62.1
2025-12-27T04:00:00,APT_102,cuisine,False,True,17.6,50.2,,25.13,0.7,362.43,6.9,62.1
2025-12-27T04:00:00,APT_102,salon,False,True,17.5,51.1,670.0,29.05,0.7,388.81,6.9,62.1
2025-12-27T04:00:00,APT_102,sdb,False,True,17.8,47.2,,27.02,0.63,390.15,6.9,62.1
2025-12-27T04:10:00,APT_102,chambre,False,True,17.4,50.6,,26.34,0.73,384.99,6.6,64.2
2025-12-27T04:10:00,APT_102,cuisine,False,True,17.5,50.1,,25.71,0.7,371.46,6.6,64.2
2025-12-27T04:10:00,APT_102,salon,False,True,17.6,50.8,670.0,29.85,0.7,390.21,6.6,64.2
2025-12-27T04:10:00,APT_102,sdb,False,True,17.8,47.9,,27.34,0.64,391.15,6.6,64.2
2025-12-27T04:20:00,APT_102,chambre,False,True,17.5,50.2,,27.27,0.72,386.22,6.7,64.7
2025-12-27T04:20:00,APT_102,cuisine,False,True,17.4,49.6,,26.77,0.71,370.79,6.7,64.7
2025-12-27T04:20:00,APT_102,salon,False,True,17.6,51.2,671.0,29.38,0.71,391.12,6.7,64.7
2025-12-27T04:20:00,APT_102,sdb,False,True,17.8,48.0,,28.03,0.66,397.78,6.7,64.7
2025-12-27T04:30:00,APT_102,chambre,False,True,17.6,50.0,,27.47,0.72,389.49,6.9,64.4
2025-12-27T04:30:00,APT_102,cuisine,False,True,17.4,49.4,,27.39,0.7,374.0,6.9,64.4
2025-12-27T04:30:00,APT_102,salon,False,True,17.6,50.6,673.0,29.25,0.7,397.22,6.9,64.4
2025-12-27T04:30:00,APT_102,sdb,False,True,17.8,48.2,,28.03,0.67,399.56,6.9,64.4
2025-12-27T04:40:00,APT_102,chambre,False,True,17.5,51.0,,28.44,0.72,387.81,6.8,61.5
2025-12-27T04:40:00,APT_102,cuisine,False,True,17.5,49.5,,27.85,0.71,379.95,6.8,61.5
2025-12-27T04:40:00,APT_102,salon,False,True,17.7,50.1,675.0,29.18,0.71,402.18,6.8,61.5
2025-12-27T04:40:00,APT_102,sdb,False,True,17.8,47.7,,28.59,0.68,405.75,6.8,61.5
2025-12-27T04:50:00,APT_102,chambre,False,True,17.4,51.6,,28.57,0.72,388.45,6.5,65.0
2025-12-27T04:50:00,APT_102,cuisine,False,True,17.5,48.7,,27.56,0.7,386.85,6.5,65.0
2025-12-27T04:50:00,APT_102,salon,False,True,17.8,50.4,678.0,29.61,0.71,405.55,6.5,65.0
2025-12-27T04:50:00,APT_102,sdb,False,True,17.8,47.5,,28.21,0.66,409.86,6.5,65.0
2025-12-27T05:00:00,APT_102,chambre,False,True,17.4,52.0,,29.48,0.7,388.84,7.0,63.5
2025-12-27T05:00:00,APT_102,cuisine,False,True,17.5,48.2,,28.18,0.7,385.75,7.0,63.5
2025-12-27T05:00:00,APT_102,salon,False,True,17.8,50.1,684.0,29.59,0.72,406.22,7.0,63.5
2025-12-27T05:00:00,APT_102,sdb,False,True,17.9,48.2,,27.95,0.66,416.68,7.0,63.5
2025-12-27T05:10:00,APT_102,chambre,False,True,17.4,51.6,,29.07,0.7,390.35,7.0,61.0
2025-12-27T05:10:00,APT_102,cuisine,False,True,17.4,48.4,,28.0,0.71,391.41,7.0,61.0
2025-12-27T05:10:00,APT_102,salon,False,True,17.8,50.4,690.0,29.97,0.72,412.61,7.0,61.0
2025-12-27T05:10:00,APT_102,sdb,False,True,17.9,48.4,,28.04,0.67,421.45,7.0,61.0
2025-12-27T05:20:00,APT_102,chambre,False,True,17.4,51.4,,29.84,0.7,389.37,7.0,62.8
2025-12-27T05:20:00,APT_102,cuisine,False,True,17.4,49.4,,27.79,0.72,398.66,7.0,62.8
2025-12-27T05:20:00,APT_102,salon,False,True,17.8,49.6,690.0,30.26,0.7,414.77,7.0,62.8
2025-12-27T05:20:00,APT_102,sdb,False,True,17.8,47.9,,27.95,0.69,425.46,7.0,62.8
2025-12-27T05:30:00,APT_102,chambre,False,True,17.4,51.3,,30.69,0.68,393.32,6.6,61.8
2025-12-27T05:30:00,APT_102,cuisine,False,True,17.4,50.2,,28.06,0.71,403.5,6.6,61.8
2025-12-27T05:30:00,APT_102,salon,False,True,17.8,49.6,695.0,31.14,0.7,413.54,6.6,61.8
2025-12-27T05:30:00,APT_102,sdb,False,True,17.7,47.5,,28.83,0.7,423.94,6.6,61.8
2025-12-27T05:40:00,APT_102,chambre,False,True,17.4,50.8,,30.84,0.66,393.76,6.8,65.0
2025-12-27T05:40:00,APT_102,cuisine,False,True,17.3,49.3,,28.19,0.71,403.27,6.8,65.0
2025-12-27T05:40:00,APT_102,salon,False,True,17.8,49.0,701.0,30.98,0.71,415.66,6.8,65.0
2025-12-27T05:40:00,APT_102,sdb,False,True,17.7,47.6,,29.16,0.68,425.98,6.8,65.0
2025-12-27T05:50:00,APT_102,chambre,False,True,17.5,51.2,,30.56,0.67,398.87,6.9,64.6
2025-12-27T05:50:00,APT_102,cuisine,False,True,17.4,49.7,,28.6,0.71,409.27,6.9,64.6
2025-12-27T05:50:00,APT_102,salon,False,True,17.9,49.9,707.0,30.55,0.72,413.39,6.9,64.6
2025-12-27T05:50:00,APT_102,sdb,False,True,17.7,48.0,,29.31,0.69,427.53,6.9,64.6
2025-12-27T06:00:00,APT_102,chambre,False,True,17.5,51.9,,31.49,0.67,401.02,7.1,64.0
2025-12-27T06:00:00,APT_102,cuisine,False,True,17.4,48.8,,28.37,0.7,411.19,7.1,64.0
2025-12-27T06:00:00,APT_102,salon,False,True,18.0,49.3,706.0,30.7,0.72,413.1,7.1,64.0
2025-12-27T06:00:00,APT_102,sdb,False,True,17.8,48.4,,28.99,0.67,432.98,7.1,64.0
2025-12-27T06:10:00,APT_102,chambre,False,True,17.5,51.3,,32.46,0.68,399.74,7.1,61.8
2025-12-27T06:10:00,APT_102,cuisine,False,True,17.4,49.7,,29.44,0.7,415.54,7.1,61.8
2025-12-27T06:10:00,APT_102,salon,False,True,17.9,49.5,711.0,30.26,0.71,415.17,7.1,61.8
2025-12-27T06:10:00,APT_102,sdb,False,True,17.8,49.0,,29.35,0.68,439.37,7.1,61.8
2025-12-27T06:20:00,APT_102,chambre,False,True,17.6,51.5,,33.27,0.69,406.57,7.2,60.8
2025-12-27T06:20:00,APT_102,cuisine,False,True,17.4,49.9,,29.53,0.7,417.29,7.2,60.8
2025-12-27T06:20:00,APT_102,salon,False,True,17.9,50.1,716.0,31.09,0.7,415.36,7.2,60.8
2025-12-27T06:20:00,APT_102,sdb,False,True,17.8,48.2,,30.03,0.69,442.57,7.2,60.8
2025-12-27T06:30:00,APT_102,chambre,False,True,17.6,52.4,,33.99,0.68,412.27,6.8,64.3
2025-12-27T06:30:00,APT_102,cuisine,False,True,17.4,49.0,,29.61,0.7,420.38,6.8,64.3
2025-12-27T06:30:00,APT_102,salon,False,True,18.0,50.5,720.0,31.04,0.71,420.43,6.8,64.3
2025-12-27T06:30:00,APT_102,sdb,False,True,17.7,48.9,,29.72,0.67,443.38,6.8,64.3
2025-12-27T06:40:00,APT_102,chambre,False,True,17.6,53.0,,34.69,0.69,416.02,6.8,62.7
2025-12-27T06:40:00,APT_102,cuisine,False,True,17.4,48.5,,29.32,0.71,421.96,6.8,62.7
2025-12-27T06:40:00,APT_102,salon,False,True,17.9,49.7,720.0,31.53,0.69,423.89,6.8,62.7
2025-12-27T06:40:00,APT_102,sdb,False,True,17.7,49.4,,30.31,0.66,441.52,6.8,62.7
2025-12-27T06:50:00,APT_102,chambre,False,True,17.5,52.0,,34.89,0.69,416.18,6.8,64.4
2025-12-27T06:50:00,APT_102,cuisine,False,True,17.4,48.0,,29.17,0.7,420.8,6.8,64.4
2025-12-27T06:50:00,APT_102,salon,False,True,17.9,49.1,721.0,32.12,0.7,422.21,6.8,64.4
2025-12-27T06:50:00,APT_102,sdb,False,True,17.6,49.4,,30.56,0.66,443.22,6.8,64.4
2025-12-27T07:00:00,APT_102,chambre,False,True,17.5,52.4,,34.93,0.69,415.73,7.1,64.0
2025-12-27T07:00:00,APT_102,cuisine,False,True,17.5,50.6,,35.37,1.5,487.38,7.1,64.0
2025-12-27T07:00:00,APT_102,salon,False,True,18.0,50.1,726.0,33.22,0.68,426.05,7.1,64.0
2025-12-27T07:00:00,APT_102,sdb,False,True,17.8,55.7,,30.59,0.66,695.25,7.1,64.0
2025-12-27T07:10:00,APT_102,chambre,False,True,17.5,52.5,,35.37,0.7,647.41,7.0,63.9
2025-12-27T07:10:00,APT_102,cuisine,False,True,17.7,53.0,,42.45,2.01,611.29,7.0,63.9
2025-12-27T07:10:00,APT_102,salon,False,True,18.1,50.3,736.0,34.15,0.67,424.69,7.0,63.9
2025-12-27T07:10:00,APT_102,sdb,False,True,17.9,59.3,,30.59,0.66,942.14,7.0,63.9
2025-12-27T07:20:00,APT_102,chambre,False,True,17.6,51.7,,36.3,0.7,646.89,6.7,62.2
2025-12-27T07:20:00,APT_102,cuisine,False,True,17.8,56.2,,49.43,2.56,679.24,6.7,62.2
2025-12-27T07:20:00,APT_102,salon,False,True,18.2,50.6,748.0,34.16,0.67,429.33,6.7,62.2
2025-12-27T07:20:00,APT_102,sdb,False,True,18.0,67.4,,30.59,0.65,931.45,6.7,62.2
2025-12-27T07:30:00,APT_102,chambre,False,True,17.7,50.7,,36.76,0.68,645.8,7.1,61.7
2025-12-27T07:30:00,APT_102,cuisine,False,True,17.8,59.5,,62.05,2.89,789.02,7.1,61.7
2025-12-27T07:30:00,APT_102,salon,False,True,18.3,51.4,757.0,35.01,0.67,428.5,7.1,61.7
2025-12-27T07:30:00,APT_102,sdb,False,True,18.0,71.4,,31.77,0.65,925.38,7.1,61.7
2025-12-27T07:40:00,APT_102,chambre,False,True,17.8,49.9,,36.39,0.69,638.88,7.0,63.8
2025-12-27T07:40:00,APT_102,cuisine,False,True,17.8,63.8,,70.54,3.15,922.87,7.0,63.8
2025-12-27T07:40:00,APT_102,salon,False,True,18.3,51.1,764.0,35.22,0.68,432.51,7.0,63.8
2025-12-27T07:40:00,APT_102,sdb,False,True,18.0,76.1,,31.74,0.66,920.78,7.0,63.8
2025-12-27T07:50:00,APT_102,chambre,False,True,17.9,50.2,,36.06,0.69,638.04,7.0,63.4
2025-12-27T07:50:00,APT_102,cuisine,False,True,17.9,67.8,,78.46,3.39,982.21,7.0,63.4
2025-12-27T07:50:00,APT_102,salon,False,True,18.4,50.4,770.0,35.26,0.69,435.73,7.0,63.4
2025-12-27T07:50:00,APT_102,sdb,False,True,18.1,79.1,,32.01,0.64,908.52,7.0,63.4
2025-12-27T08:00:00,APT_102,chambre,True,True,16.5,50.5,,38.22,0.71,562.5,8.0,59.0
2025-12-27T08:00:00,APT_102,cuisine,True,True,16.5,70.3,,81.36,3.14,950.72,8.0,59.0
2025-12-27T08:00:00,APT_102,salon,True,True,16.9,51.9,710.0,34.34,0.65,384.23,8.0,59.0
2025-12-27T08:00:00,APT_102,sdb,True,True,16.7,79.2,,33.25,0.73,792.45,8.0,59.0
2025-12-27T08:10:00,APT_102,chambre,True,True,15.4,51.9,,38.44,0.62,490.63,7.8,62.6
2025-12-27T08:10:00,APT_102,cuisine,False,True,16.7,73.1,,83.98,3.35,1089.41,7.8,62.6
2025-12-27T08:10:00,APT_102,salon,False,True,17.1,51.1,720.0,34.72,0.65,384.7,7.8,62.6
2025-12-27T08:10:00,APT_102,sdb,True,True,15.6,80.4,,34.16,0.61,694.62,7.8,62.6
2025-12-27T08:20:00,APT_102,chambre,True,True,14.5,53.6,,37.51,0.53,440.96,7.7,62.1
2025-12-27T08:20:00,APT_102,cuisine,True,True,15.5,74.6,,88.28,3.16,1008.6,7.7,62.1
2025-12-27T08:20:00,APT_102,salon,True,True,15.9,52.1,679.0,35.76,0.68,343.87,7.7,62.1
2025-12-27T08:20:00,APT_102,sdb,True,True,14.8,79.7,,36.62,0.65,849.25,7.7,62.1
2025-12-27T08:30:00,APT_102,chambre,True,True,14.0,54.2,,37.68,0.63,386.86,7.9,59.7
2025-12-27T08:30:00,APT_102,cuisine,False,True,15.9,75.9,,93.27,3.5,1090.5,7.9,59.7
2025-12-27T08:30:00,APT_102,salon,True,True,15.1,52.7,626.0,37.79,0.6,309.44,7.9,59.7
2025-12-27T08:30:00,APT_102,sdb,True,True,14.2,79.5,,38.03,0.73,746.04,7.9,59.7
2025-12-27T08:40:00,APT_102,chambre,True,True,13.5,53.9,,36.51,0.69,339.64,7.7,60.7
2025-12-27T08:40:00,APT_102,cuisine,True,True,15.0,75.5,,87.46,2.82,1044.77,7.7,60.7
2025-12-27T08:40:00,APT_102,salon,True,True,14.3,53.7,581.0,38.98,0.52,280.71,7.7,60.7
2025-12-27T08:40:00,APT_102,sdb,False,True,14.6,80.8,,38.72,0.73,738.9,7.7,60.7
2025-12-27T08:50:00,APT_102,chambre,True,True,13.1,54.5,,36.8,0.76,308.17,7.8,63.1
2025-12-27T08:50:00,APT_102,cuisine,True,True,14.2,76.4,,85.31,2.59,996.53,7.8,63.1
2025-12-27T08:50:00,APT_102,salon,True,True,13.7,54.1,536.0,39.62,0.62,253.81,7.8,63.1
2025-12-27T08:50:00,APT_102,sdb,True,True,14.0,80.3,,39.06,0.6,645.47,7.8,63.1
2025-12-27T09:00:00,APT_102,chambre,True,True,13.0,55.5,,36.88,0.82,284.18,8.8,58.3
2025-12-27T09:00:00,APT_102,cuisine,True,True,14.0,74.3,,73.76,1.91,863.11,8.8,58.3
2025-12-27T09:00:00,APT_102,salon,True,True,13.5,53.7,489.0,36.32,0.54,225.76,8.8,58.3
2025-12-27T09:00:00,APT_102,sdb,True,True,13.7,76.5,,37.83,0.63,565.62,8.8,58.3
2025-12-27T09:10:00,APT_102,chambre,True,True,13.0,56.4,,35.3,0.74,260.13,8.6,58.9
2025-12-27T09:10:00,APT_102,cuisine,True,True,13.7,71.7,,65.75,1.46,747.2,8.6,58.9
2025-12-27T09:10:00,APT_102,salon,True,True,13.3,53.5,457.0,34.23,0.66,203.4,8.6,58.9
2025-12-27T09:10:00,APT_102,sdb,True,True,13.5,74.3,,35.93,0.64,495.78,8.6,58.9
2025-12-27T09:20:00,APT_102,chambre,True,True,13.0,55.9,,33.87,0.66,236.83,8.8,59.4
2025-12-27T09:20:00,APT_102,cuisine,True,True,13.5,70.3,,58.67,1.24,654.72,8.8,59.4
2025-12-27T09:20:00,APT_102,salon,True,True,13.3,53.2,416.0,31.87,0.61,190.98,8.8,59.4
2025-12-27T09:20:00,APT_102,sdb,True,True,13.3,72.3,,35.05,0.67,437.18,8.8,59.4
2025-12-27T09:30:00,APT_102,chambre,True,True,12.9,57.2,,33.38,0.56,212.64,8.6,60.9
2025-12-27T09:30:00,APT_102,cuisine,True,True,13.4,69.1,,52.71,1.14,571.61,8.6,60.9
2025-12-27T09:30:00,APT_102,salon,False,True,13.9,53.0,423.0,32.87,0.63,194.92,8.6,60.9
2025-12-27T09:30:00,APT_102,sdb,True,True,13.1,70.3,,33.92,0.66,396.64,8.6,60.9
2025-12-27T09:40:00,APT_102,chambre,True,True,12.8,58.0,,32.7,0.49,191.84,8.5,60.4
2025-12-27T09:40:00,APT_102,cuisine,True,True,13.3,68.7,,48.14,0.91,501.88,8.5,60.4
2025-12-27T09:40:00,APT_102,salon,False,True,14.4,52.5,433.0,33.51,0.63,203.51,8.5,60.4
2025-12-27T09:40:00,APT_102,sdb,True,True,13.0,69.7,,34.68,0.7,355.65,8.5,60.4
2025-12-27T09:50:00,APT_102,chambre,True,True,12.9,58.5,,30.72,0.44,179.43,8.7,58.8
2025-12-27T09:50:00,APT_102,cuisine,True,True,13.1,67.7,,44.12,0.92,444.75,8.7,58.8
2025-12-27T09:50:00,APT_102,salon,True,True,14.0,53.1,400,33.08,0.72,192.84,8.7,58.8
2025-12-27T09:50:00,APT_102,sdb,False,True,13.6,68.9,,34.52,0.71,357.05,8.7,58.8
2025-12-27T10:00:00,APT_102,chambre,False,False,13.2,57.6,,29.75,0.45,184.8,9.3,57.1
2025-12-27T10:00:00,APT_102,cuisine,False,False,13.4,67.1,,42.65,0.92,449.52,9.3,57.1
2025-12-27T10:00:00,APT_102,salon,True,True,13.8,53.0,400,33.61,0.69,186.43,9.3,57.1
2025-12-27T10:00:00,APT_102,sdb,True,True,13.5,67.9,,32.38,0.77,322.69,9.3,57.1
2025-12-27T10:10:00,APT_102,chambre,False,False,13.4,58.3,,28.94,0.44,196.44,9.7,56.7
2025-12-27T10:10:00,APT_102,cuisine,True,True,13.5,66.0,,40.54,0.75,399.15,9.7,56.7
2025-12-27T10:10:00,APT_102,salon,False,True,14.3,52.2,409.0,34.06,0.7,194.18,9.7,56.7
2025-12-27T10:10:00,APT_102,sdb,False,False,13.7,68.2,,31.35,0.78,330.2,9.7,56.7
2025-12-27T10:20:00,APT_102,chambre,True,True,13.4,57.6,,28.28,0.44,185.39,9.4,58.2
