apartment_id,room,temp_start,temp_end,temp_preference,temp_ext,humidity_ext,delta_temp,hour,day_of_week,is_weekend,timestamp,duration_min
APT_101,cuisine,21.6,22.1,24.0,15.0,72.8,0.5,10,5,1,2024-11-16 10:50:00,90.0
APT_101,cuisine,19.5,21.4,24.0,15.5,66.0,1.8999999999999986,14,5,1,2024-11-16 14:00:00,80.0
APT_101,cuisine,20.1,20.8,24.0,15.2,75.0,0.6999999999999993,13,6,1,2024-11-17 13:00:00,80.0
APT_101,cuisine,19.3,21.1,24.0,14.1,82.0,1.8000000000000007,15,6,1,2024-11-17 15:10:00,90.0
APT_101,cuisine,19.5,20.1,24.0,12.7,45.0,0.6000000000000014,14,5,1,2024-11-23 14:00:00,60.0
APT_101,cuisine,20.0,20.6,24.0,13.1,67.0,0.6000000000000014,14,5,1,2024-11-30 14:00:00,100.0
APT_101,cuisine,20.4,20.9,24.0,12.7,60.0,0.5,10,6,1,2024-12-01 10:20:00,50.0
APT_101,cuisine,18.1,19.9,24.0,10.6,65.3,1.7999999999999972,15,6,1,2024-12-08 15:10:00,80.0
APT_101,cuisine,19.4,19.8,24.0,12.2,76.0,0.40000000000000213,11,5,1,2024-12-14 11:20:00,30.0
APT_101,cuisine,19.7,20.5,24.0,14.0,63.0,0.8000000000000007,13,5,1,2024-12-14 13:00:00,40.0
APT_101,cuisine,19.2,19.5,24.0,13.7,58.3,0.3000000000000007,14,5,1,2024-12-14 14:40:00,20.0
APT_101,cuisine,20.0,20.5,24.0,14.1,51.0,0.5,12,6,1,2024-12-15 12:00:00,30.0
APT_101,cuisine,18.2,19.6,24.0,13.4,67.0,1.4000000000000021,14,6,1,2024-12-15 14:50:00,40.0
APT_101,cuisine,20.1,20.7,24.0,12.2,65.7,0.5999999999999979,15,6,1,2024-12-15 15:40:00,60.0
APT_101,cuisine,19.9,20.3,24.0,14.9,63.3,0.40000000000000213,12,6,1,2024-12-22 12:10:00,30.0
APT_101,cuisine,20.7,21.1,24.0,15.5,55.3,0.40000000000000213,12,5,1,2024-12-28 12:40:00,100.0
APT_101,cuisine,19.7,20.9,24.0,14.0,72.0,1.1999999999999993,15,5,1,2024-12-28 15:00:00,100.0
APT_101,cuisine,20.8,21.3,24.0,15.4,46.0,0.5,11,6,1,2024-12-29 11:20:00,40.0
APT_101,cuisine,19.9,20.7,24.0,15.2,54.0,0.8000000000000007,13,6,1,2024-12-29 13:30:00,40.0
APT_101,cuisine,19.6,20.2,24.0,11.4,68.3,0.5999999999999979,16,6,1,2024-12-29 16:10:00,40.0
APT_101,cuisine,19.4,20.5,24.0,12.0,44.0,1.1000000000000014,11,5,1,2025-01-04 11:00:00,70.0
APT_101,cuisine,18.0,19.6,24.0,11.8,49.3,1.6000000000000014,12,5,1,2025-01-04 12:50:00,70.0
APT_101,cuisine,18.9,20.4,24.0,11.5,51.7,1.5,14,5,1,2025-01-04 14:10:00,100.0
APT_101,cuisine,19.5,20.1,24.0,13.3,87.3,0.6000000000000014,13,6,1,2025-01-05 13:10:00,40.0
APT_101,cuisine,19.2,19.7,24.0,11.2,76.0,0.5,15,5,1,2025-01-11 15:20:00,30.0
APT_101,cuisine,20.3,20.7,24.0,11.0,52.3,0.3999999999999986,11,6,1,2025-01-12 11:10:00,70.0
APT_101,cuisine,19.1,19.7,24.0,11.7,53.0,0.5999999999999979,14,6,1,2025-01-12 14:00:00,50.0
APT_101,cuisine,20.0,20.6,24.0,14.6,53.0,0.6000000000000014,14,5,1,2025-01-18 14:20:00,40.0
APT_101,cuisine,20.7,21.0,24.0,13.8,53.0,0.3000000000000007,15,5,1,2025-01-18 15:40:00,50.0
APT_101,cuisine,20.3,20.6,24.0,13.3,60.5,0.3000000000000007,13,6,1,2025-01-19 13:10:00,40.0
APT_101,cuisine,20.4,21.0,24.0,13.9,74.3,0.6000000000000014,10,5,1,2025-01-25 10:10:00,60.0
APT_101,cuisine,19.4,20.7,24.0,14.4,53.5,1.3000000000000007,13,6,1,2025-01-26 13:10:00,60.0
APT_101,cuisine,19.8,20.8,24.0,14.3,51.0,1.0,14,6,1,2025-01-26 14:50:00,50.0
APT_101,salon,21.2,21.6,24.0,13.2,58.5,0.40000000000000213,11,5,1,2024-12-07 11:10:00,100.0
APT_101,salon,21.0,21.4,24.0,12.1,77.0,0.3999999999999986,11,5,1,2024-12-14 11:10:00,60.0
APT_101,salon,21.0,21.3,24.0,13.1,50.2,0.3000000000000007,12,5,1,2024-12-21 12:50:00,70.0
APT_101,salon,20.0,20.5,24.0,11.7,50.0,0.5,13,5,1,2025-01-04 13:40:00,60.0
APT_101,salon,20.9,21.3,24.0,13.5,85.0,0.40000000000000213,12,6,1,2025-01-05 12:40:00,60.0
APT_101,salon,20.8,21.1,24.0,12.0,76.2,0.3000000000000007,12,5,1,2025-01-11 12:50:00,90.0
APT_101,salon,21.3,21.7,24.0,14.0,78.3,0.3999999999999986,10,5,1,2025-01-25 10:40:00,60.0
APT_101,sdb,22.2,22.5,24.0,20.4,56.0,0.3000000000000007,10,6,1,2024-11-03 10:10:00,50.0
APT_101,sdb,21.7,22.2,24.0,18.8,57.3,0.5,10,6,1,2024-11-10 10:20:00,50.0
APT_101,sdb,21.2,21.8,24.0,15.1,73.7,0.6000000000000014,11,5,1,2024-11-16 11:40:00,110.0
APT_101,sdb,20.9,21.2,24.0,13.0,88.7,0.3000000000000007,13,6,1,2024-11-24 13:20:00,70.0
APT_101,sdb,21.0,21.5,24.0,12.7,68.0,0.5,10,5,1,2024-11-30 10:20:00,100.0
APT_101,sdb,21.2,21.5,24.0,13.2,58.5,0.3000000000000007,11,5,1,2024-12-07 11:10:00,90.0
APT_101,sdb,20.2,21.3,24.0,10.8,52.0,1.1000000000000014,10,6,1,2024-12-08 10:20:00,110.0
APT_101,sdb,20.0,20.8,24.0,11.4,80.0,0.8000000000000007,10,5,1,2024-12-14 10:30:00,70.0
APT_101,sdb,20.3,20.6,24.0,12.9,46.0,0.3000000000000007,12,5,1,2024-12-21 12:00:00,40.0
APT_101,sdb,21.2,21.5,24.0,15.3,52.0,0.3000000000000007,11,5,1,2024-12-28 11:20:00,50.0
APT_101,sdb,19.9,20.2,24.0,11.2,59.0,0.3000000000000007,15,6,1,2025-01-12 15:00:00,40.0
APT_101,sdb,21.3,21.7,24.0,16.0,42.5,0.3999999999999986,12,5,1,2025-01-18 12:30:00,80.0
APT_101,sdb,20.3,21.5,24.0,13.6,49.0,1.1999999999999993,10,6,1,2025-01-19 10:30:00,80.0
APT_101,sdb,20.1,20.8,24.0,14.5,53.3,0.6999999999999993,10,6,1,2025-01-26 10:40:00,40.0
APT_102,chambre,19.6,20.1,20.0,16.4,66.7,0.5,8,5,1,2024-11-02 08:20:00,40.0
APT_102,chambre,19.7,20.0,20.0,16.5,86.3,0.3000000000000007,16,5,1,2024-11-02 16:40:00,30.0
APT_102,chambre,19.7,20.0,20.0,14.2,87.3,0.3000000000000007,18,5,1,2024-11-02 18:40:00,70.0
APT_102,chambre,19.6,20.0,20.0,17.6,84.8,0.3999999999999986,16,6,1,2024-11-03 16:50:00,70.0
APT_102,chambre,18.9,20.1,20.0,15.6,61.2,1.2000000000000028,8,5,1,2024-11-09 08:10:00,40.0
APT_102,chambre,19.3,20.1,20.0,16.0,71.0,0.8000000000000007,8,6,1,2024-11-10 08:30:00,30.0
APT_102,chambre,19.7,20.2,20.0,15.0,73.0,0.5,11,5,1,2024-11-16 11:00:00,20.0
APT_102,chambre,19.3,20.0,20.0,15.3,70.0,0.6999999999999993,12,5,1,2024-11-16 12:40:00,60.0
APT_102,chambre,19.8,20.1,20.0,14.8,55.2,0.3000000000000007,10,6,1,2024-11-17 10:10:00,10.0
APT_102,chambre,17.5,17.8,20.0,10.6,49.7,0.3000000000000007,9,5,1,2024-11-23 09:20:00,50.0
APT_102,chambre,18.2,20.1,20.0,12.4,45.5,1.9000000000000021,10,5,1,2024-11-23 10:30:00,80.0
APT_102,chambre,19.2,19.7,20.0,13.2,88.0,0.5,10,6,1,2024-11-24 10:40:00,40.0
APT_102,chambre,18.6,19.7,20.0,10.6,74.0,1.0999999999999979,8,5,1,2024-11-30 08:20:00,110.0
APT_102,chambre,19.7,20.1,20.0,12.8,67.5,0.40000000000000213,10,5,1,2024-11-30 10:30:00,20.0
APT_102,chambre,19.5,20.0,20.0,12.8,61.0,0.5,10,6,1,2024-12-01 10:40:00,30.0
APT_102,chambre,18.3,19.4,20.0,9.8,61.7,1.0999999999999979,8,5,1,2024-12-07 08:40:00,90.0
APT_102,chambre,18.4,18.7,20.0,12.2,76.7,0.3000000000000007,14,5,1,2024-12-07 14:20:00,110.0
APT_102,chambre,18.7,20.0,20.0,11.1,51.0,1.3000000000000007,10,6,1,2024-12-08 10:40:00,60.0
APT_102,chambre,19.4,20.0,20.0,13.7,47.7,0.6000000000000014,11,6,1,2024-12-15 11:10:00,30.0
APT_102,chambre,18.3,18.7,20.0,11.8,51.5,0.3999999999999986,10,5,1,2024-12-21 10:30:00,20.0
APT_102,chambre,19.0,20.0,20.0,12.6,46.8,1.0,11,5,1,2024-12-21 11:10:00,40.0
APT_102,chambre,18.2,20.0,20.0,9.0,47.7,1.8000000000000007,8,5,1,2024-12-28 08:40:00,80.0
APT_102,chambre,18.9,19.8,20.0,14.0,55.0,0.9000000000000021,10,6,1,2024-12-29 10:20:00,40.0
APT_102,chambre,18.8,20.1,20.0,11.8,46.5,1.3000000000000007,10,5,1,2025-01-04 10:50:00,60.0
APT_102,chambre,18.7,19.3,20.0,11.0,52.0,0.6000000000000014,11,6,1,2025-01-12 11:00:00,90.0
APT_102,chambre,19.5,20.0,20.0,13.4,41.7,0.5,10,5,1,2025-01-18 10:40:00,20.0
APT_102,chambre,19.7,20.0,20.0,15.6,49.7,0.3000000000000007,13,5,1,2025-01-18 13:20:00,60.0
APT_102,chambre,18.3,19.5,20.0,10.2,59.0,1.1999999999999993,9,6,1,2025-01-19 09:00:00,110.0
APT_102,chambre,19.7,20.0,20.0,14.3,44.0,0.3000000000000007,11,6,1,2025-01-19 11:00:00,20.0
APT_102,chambre,19.6,20.1,20.0,14.0,75.7,0.5,10,5,1,2025-01-25 10:20:00,20.0
APT_102,chambre,18.9,19.8,20.0,14.2,55.0,0.9000000000000021,10,6,1,2025-01-26 10:30:00,40.0
APT_102,cuisine,19.5,20.0,20.0,16.8,84.0,0.5,17,5,1,2024-11-02 17:00:00,110.0
APT_102,cuisine,18.7,20.2,20.0,14.4,59.7,1.5,7,5,1,2024-11-09 07:20:00,60.0
APT_102,cuisine,18.1,18.8,20.0,14.9,77.7,0.6999999999999993,14,6,1,2024-11-17 14:10:00,50.0
APT_102,cuisine,18.8,19.4,20.0,12.1,45.2,0.5999999999999979,10,5,1,2024-11-23 10:10:00,80.0
APT_102,cuisine,18.3,18.8,20.0,12.8,46.0,0.5,13,5,1,2024-11-23 13:00:00,50.0
APT_102,cuisine,19.8,20.1,20.0,13.3,88.0,0.3000000000000007,10,6,1,2024-11-24 10:50:00,10.0
APT_102,cuisine,19.4,20.1,20.0,13.1,61.8,0.7000000000000028,11,6,1,2024-12-01 11:10:00,30.0
APT_102,cuisine,17.6,18.5,20.0,14.2,56.7,0.8999999999999986,13,6,1,2024-12-01 13:20:00,100.0
APT_102,cuisine,19.6,20.1,20.0,12.9,58.7,0.5,10,5,1,2024-12-07 10:40:00,30.0
APT_102,cuisine,17.8,18.2,20.0,12.5,74.0,0.3999999999999986,14,5,1,2024-12-07 14:00:00,40.0
APT_102,cuisine,17.8,18.8,20.0,14.0,63.0,1.0,13,5,1,2024-12-14 13:00:00,70.0
APT_102,cuisine,18.2,18.5,20.0,12.9,68.2,0.3000000000000007,15,6,1,2024-12-15 15:10:00,50.0
APT_102,cuisine,19.1,20.0,20.0,12.4,48.5,0.8999999999999986,10,5,1,2024-12-21 10:50:00,40.0
APT_102,cuisine,17.5,18.4,20.0,11.8,66.2,0.8999999999999986,14,5,1,2024-12-21 14:50:00,100.0
APT_102,cuisine,18.0,18.3,20.0,14.2,47.7,0.3000000000000007,15,6,1,2024-12-22 15:50:00,30.0
APT_102,cuisine,17.9,18.4,20.0,13.0,71.5,0.5,15,5,1,2024-12-28 15:30:00,40.0
APT_102,cuisine,19.4,20.0,20.0,12.0,44.0,0.6000000000000014,11,5,1,2025-01-04 11:00:00,40.0
APT_102,cuisine,17.3,18.5,20.0,10.9,61.5,1.1999999999999993,15,5,1,2025-01-04 15:10:00,90.0
APT_102,cuisine,18.7,19.1,20.0,10.0,58.0,0.40000000000000213,10,6,1,2025-01-12 10:20:00,40.0
APT_102,cuisine,19.3,19.7,20.0,13.8,47.3,0.3999999999999986,10,6,1,2025-01-19 10:40:00,40.0
APT_102,cuisine,17.9,18.2,20.0,13.3,62.5,0.3000000000000007,13,6,1,2025-01-19 13:50:00,70.0
APT_102,salon,19.8,20.1,20.0,11.9,71.0,0.3000000000000007,8,5,1,2024-11-16 08:30:00,20.0
APT_102,salon,19.7,20.1,20.0,9.4,52.3,0.40000000000000213,8,5,1,2024-11-23 08:50:00,30.0
APT_102,salon,19.7,20.0,20.0,10.2,75.0,0.3000000000000007,7,5,1,2024-11-30 07:50:00,30.0
APT_102,salon,19.8,20.1,20.0,12.2,59.8,0.3000000000000007,9,6,1,2024-12-01 09:50:00,10.0
APT_102,salon,19.8,20.1,20.0,13.1,61.7,0.3000000000000007,11,6,1,2024-12-01 11:20:00,20.0
APT_102,salon,19.7,20.0,20.0,9.4,62.0,0.3000000000000007,8,5,1,2024-12-07 08:30:00,30.0
APT_102,salon,19.8,20.1,20.0,11.2,60.7,0.3000000000000007,9,5,1,2024-12-07 09:20:00,20.0
APT_102,salon,19.6,20.1,20.0,11.3,50.5,0.5,10,6,1,2024-12-08 10:50:00,30.0
APT_102,salon,19.6,20.0,20.0,9.0,85.0,0.3999999999999986,8,5,1,2024-12-14 08:00:00,40.0
APT_102,salon,19.8,20.1,20.0,10.6,81.5,0.3000000000000007,9,5,1,2024-12-14 09:30:00,30.0
APT_102,salon,19.6,20.0,20.0,7.7,57.7,0.3999999999999986,8,6,1,2024-12-15 08:20:00,50.0
APT_102,salon,19.8,20.1,20.0,10.6,60.5,0.3000000000000007,9,6,1,2024-12-15 09:30:00,30.0
APT_102,salon,19.7,20.0,20.0,8.8,56.0,0.3000000000000007,9,5,1,2024-12-21 09:10:00,50.0
APT_102,salon,19.6,20.0,20.0,8.6,68.7,0.3999999999999986,9,6,1,2024-12-22 09:10:00,30.0
APT_102,salon,19.5,20.1,20.0,9.5,48.3,0.6000000000000014,8,5,1,2024-12-28 08:50:00,30.0
APT_102,salon,19.9,20.2,20.0,14.7,51.0,0.3000000000000007,10,6,1,2024-12-29 10:40:00,10.0
APT_102,salon,19.7,20.0,20.0,15.5,48.0,0.3000000000000007,12,6,1,2024-12-29 12:30:00,80.0
APT_102,salon,19.6,20.1,20.0,11.1,54.0,0.5,10,5,1,2025-01-04 10:20:00,20.0
APT_102,salon,19.7,20.0,20.0,10.0,78.0,0.3000000000000007,8,6,1,2025-01-05 08:00:00,30.0
APT_102,salon,19.8,20.1,20.0,11.2,78.8,0.3000000000000007,8,6,1,2025-01-05 08:50:00,20.0
APT_102,salon,19.8,20.1,20.0,13.0,80.5,0.3000000000000007,10,6,1,2025-01-05 10:30:00,20.0
APT_102,salon,19.7,20.1,20.0,9.1,82.3,0.40000000000000213,8,5,1,2025-01-11 08:10:00,30.0
APT_102,salon,19.7,20.1,20.0,9.4,43.0,0.40000000000000213,9,5,1,2025-01-18 09:00:00,30.0
APT_102,salon,19.4,20.0,20.0,8.3,62.3,0.6000000000000014,8,6,1,2025-01-19 08:20:00,70.0
APT_102,salon,19.7,20.1,20.0,11.3,79.0,0.40000000000000213,8,5,1,2025-01-25 08:30:00,20.0
APT_102,salon,19.7,20.1,20.0,9.3,81.7,0.40000000000000213,8,6,1,2025-01-26 08:20:00,20.0
APT_102,salon,19.8,20.1,20.0,15.0,50.0,0.3000000000000007,11,6,1,2025-01-26 11:00:00,20.0
APT_102,sdb,19.4,20.1,20.0,14.5,72.0,0.7000000000000028,7,6,1,2024-11-03 07:30:00,60.0
APT_102,sdb,19.7,20.1,20.0,12.7,46.0,0.40000000000000213,11,5,1,2024-11-23 11:10:00,20.0
APT_102,sdb,18.8,19.1,20.0,13.0,88.5,0.3000000000000007,13,6,1,2024-11-24 13:30:00,90.0
APT_102,sdb,19.7,20.0,20.0,11.9,49.3,0.3000000000000007,11,6,1,2024-12-08 11:20:00,20.0
APT_102,sdb,19.0,20.1,20.0,11.3,80.7,1.1000000000000014,10,5,1,2024-12-14 10:20:00,50.0
APT_102,sdb,19.2,19.5,20.0,13.7,47.7,0.3000000000000007,11,6,1,2024-12-15 11:10:00,30.0
APT_102,sdb,19.4,20.2,20.0,15.2,61.0,0.8000000000000007,11,6,1,2024-12-22 11:00:00,30.0
APT_102,sdb,19.5,20.0,20.0,14.6,65.2,0.5,14,6,1,2024-12-22 14:10:00,110.0
APT_102,sdb,19.5,20.0,20.0,12.0,44.3,0.5,11,5,1,2025-01-04 11:10:00,20.0
APT_102,sdb,19.7,20.1,20.0,13.0,80.5,0.40000000000000213,10,6,1,2025-01-05 10:30:00,20.0
APT_102,sdb,19.8,20.1,20.0,15.4,38.3,0.3000000000000007,11,5,1,2025-01-18 11:40:00,10.0
APT_102,sdb,19.8,20.1,20.0,14.2,55.0,0.3000000000000007,10,6,1,2025-01-26 10:30:00,10.0
APT_103,chambre_1,20.1,20.5,20.5,14.0,63.5,0.3999999999999986,0,4,0,2024-11-01 00:10:00,30.0
APT_103,chambre_1,20.2,20.5,20.5,13.8,64.0,0.3000000000000007,2,4,0,2024-11-01 02:00:00,20.0
APT_103,chambre_1,20.2,20.5,20.5,13.8,62.7,0.3000000000000007,2,4,0,2024-11-01 02:40:00,30.0
APT_103,chambre_1,20.2,20.6,20.5,13.6,62.5,0.40000000000000213,3,4,0,2024-11-01 03:30:00,20.0
APT_103,chambre_1,20.2,20.5,20.5,13.1,63.0,0.3000000000000007,4,4,0,2024-11-01 04:50:00,30.0
APT_103,chambre_1,20.2,20.5,20.5,12.8,63.7,0.3000000000000007,5,4,0,2024-11-01 05:40:00,20.0
APT_103,chambre_1,20.2,20.5,20.5,12.9,64.0,0.3000000000000007,6,4,0,2024-11-01 06:20:00,20.0
APT_103,chambre_1,20.1,20.6,20.5,13.3,64.0,0.5,7,4,0,2024-11-01 07:00:00,40.0
APT_103,chambre_1,20.2,20.5,20.5,13.6,82.5,0.3000000000000007,20,4,0,2024-11-01 20:10:00,30.0
APT_103,chambre_1,20.1,20.5,20.5,12.4,85.0,0.3999999999999986,21,4,0,2024-11-01 21:00:00,30.0
APT_103,chambre_1,20.1,20.5,20.5,11.8,85.0,0.3999999999999986,21,4,0,2024-11-01 21:50:00,60.0
APT_103,chambre_1,20.0,20.5,20.5,11.4,76.8,0.5,0,5,1,2024-11-02 00:10:00,100.0
APT_103,chambre_1,20.1,20.5,20.5,11.0,72.5,0.3999999999999986,2,5,1,2024-11-02 02:10:00,30.0
APT_103,chambre_1,20.0,20.5,20.5,10.9,70.0,0.5,3,5,1,2024-11-02 03:00:00,60.0
APT_103,chambre_1,20.1,20.5,20.5,11.0,67.3,0.3999999999999986,4,5,1,2024-11-02 04:20:00,60.0
APT_103,chambre_1,20.0,20.5,20.5,10.5,70.0,0.5,5,5,1,2024-11-02 05:40:00,60.0
APT_103,chambre_1,20.1,20.5,20.5,11.0,73.0,0.3999999999999986,7,5,1,2024-11-02 07:00:00,40.0
